structure_key,supercell_filename,relaxed_filename,n_atoms_supercell,n_atoms_relaxed,wasserstein_distance_A,prototype,r_first_peak_A,r_centroid_A,norm_relative_first_peak,norm_relative_centroid,norm_minmax,norm_zscore,norm_robust_zscore,norm_percentile,norm_by_prototype_minmax
row063_garnet,row063_garnet.vasp,row063_garnet_relaxed.vasp,320,320,0.0860850037998949,garnet,2.05,3.8284453737695254,0.04199268478043654,0.022485629386200367,0.16327376646661926,-0.4959512005996652,-0.45633372993901933,29.315476190476193,0.3959683770287104
row064_garnet,row064_garnet.vasp,row064_garnet_relaxed.vasp,320,320,0.08551727761864,garnet,2.05,3.822641537324183,0.0417157451798244,0.022371252125958266,0.16201036029707738,-0.5026441793681155,-0.46700651624816697,28.57142857142857,0.36505012148636146
row065_garnet,row065_garnet.vasp,row065_garnet_relaxed.vasp,320,320,0.0841385951928199,garnet,2.05,3.8272240166358173,0.04104321716722922,0.021984235787373345,0.1589422687766723,-0.5188975996068179,-0.4929246144525354,27.827380952380953,0.28996734926149953
row066_garnet,row066_garnet.vasp,row066_garnet_relaxed.vasp,320,320,0.0936487405441058,garnet,2.05,3.8280486225073855,0.045682312460539415,0.02446383256301628,0.18010595068314442,-0.4067815777944375,-0.3141416862478587,34.82142857142857,0.8078879841105135
row067_garnet,row067_garnet.vasp,row067_garnet_relaxed.vasp,320,320,0.0788141662107465,garnet,2.05,3.8247604803335196,0.038445934736949516,0.02060630113075052,0.14709339400684912,-0.5816678069845522,-0.5930195098795771,25.44642857142857,0.0
row068_garnet,row068_garnet.vasp,row068_garnet_relaxed.vasp,320,320,0.0909009205591197,garnet,2.05,3.8264228860990235,0.04434191246786327,0.0237561093650555,0.1739910085923141,-0.4391758929172384,-0.3657984469963912,32.88690476190476,0.6582422512109238
row069_garnet,row069_garnet.vasp,row069_garnet_relaxed.vasp,320,320,0.0889364128967867,garnet,2.05,3.8264416591577537,0.04338361604721303,0.023242589543717933,0.16961923363696904,-0.4623356634344087,-0.4027295788959607,31.25,0.5512555524741181
row070_garnet,row070_garnet.vasp,row070_garnet_relaxed.vasp,320,320,0.0912527422172405,garnet,2.05,3.8253727339288313,0.04451353278889781,0.023854601515790018,0.1747739452757444,-0.4350282334189947,-0.35918448854241697,33.18452380952381,0.6774023891264729
row071_garnet,row071_garnet.vasp,row071_garnet_relaxed.vasp,320,320,0.0971763335224589,garnet,2.05,3.821890010637777,0.047403089523150685,0.025426250690621686,0.1879561835588465,-0.3651944435607048,-0.2478258331364287,37.648809523809526,1.0
row072_garnet,row072_garnet.vasp,row072_garnet_relaxed.vasp,320,320,0.0903364817152725,garnet,2.05,3.8258319323999332,0.044066576446474395,0.023612245208744623,0.17273491799584137,-0.4458301169475758,-0.37640943405999266,32.44047619047619,0.6275030234136054
row073_garnet,row073_garnet.vasp,row073_garnet_relaxed.vasp,320,320,0.0927751040679388,garnet,2.05,3.825105627588437,0.04525614832582381,0.02425425938536225,0.1781617780337759,-0.41708096256722504,-0.33056533505932834,34.523809523809526,0.7603099144122956
row074_garnet,row074_garnet.vasp,row074_garnet_relaxed.vasp,320,320,0.0887209248862889,garnet,2.05,3.825479299457309,0.043278499944531174,0.023192106907721353,0.16913969104951349,-0.46487607239692913,-0.4067805766553787,30.80357142857143,0.5395201180431094
row075_Gd2Si2O7,row075_Gd2Si2O7.vasp,row075_Gd2Si2O7_relaxed.vasp,396,396,0.0179932176484408,Gd2Si2O7,1.65,3.7537831530061108,0.010904980392994425,0.004793355640171021,0.011743705744882215,-1.2986918422417115,-1.7364034307872378,1.0416666666666665,0.07215796243300099
row076_Gd2Si2O7,row076_Gd2Si2O7.vasp,row076_Gd2Si2O7_relaxed.vasp,396,396,0.0364400369461633,Gd2Si2O7,1.65,3.7441440884150534,0.02208487087646261,0.009732541292658655,0.05279487808583732,-1.0812205083810942,-1.38961836617585,7.440476190476191,0.32439256503279534
row077_Gd2Si2O7,row077_Gd2Si2O7.vasp,row077_Gd2Si2O7_relaxed.vasp,396,396,0.0703746139728388,Gd2Si2O7,1.65,3.735804555606411,0.04265128119565988,0.018837873589298438,0.12831218800015204,-0.6811625032106244,-0.75167616612358,21.577380952380953,0.7884007180140727
row078_Gd2Si2O7,row078_Gd2Si2O7.vasp,row078_Gd2Si2O7_relaxed.vasp,396,396,0.0192365602423851,Gd2Si2O7,1.65,3.7513820689335025,0.011658521359021274,0.005127859516547178,0.01451061478644036,-1.2840339563489296,-1.7130296103569427,1.7857142857142856,0.08915894347029331
row079_Gd2Si2O7,row079_Gd2Si2O7.vasp,row079_Gd2Si2O7_relaxed.vasp,396,396,0.020121317888483,Gd2Si2O7,1.65,3.7531936828928885,0.01219473811423212,0.0053611189798694,0.016479536258687165,-1.2736034630300057,-1.696396892677242,2.380952380952381,0.10125677397748462
row080_Gd2Si2O7,row080_Gd2Si2O7.vasp,row080_Gd2Si2O7_relaxed.vasp,396,396,0.0663563051528659,Gd2Si2O7,1.65,3.7371732849376613,0.04021594251688843,0.017755747484417966,0.11936992618115903,-0.7285347338830027,-0.8272170743567329,19.196428571428573,0.733455932575954
